Account_id,Subscription_id,Account_name,Industry,Country,Signup_date,Start_date,End_date,Referral_source,Plan_tier_before,Upgrade_flag,Downgrade_flag,Plan_tier_after,Churn_flag,Seats,Is_trial,Auto_renewal,Mrr_amount,Arr_amount,Billing_frequency,Usage_count,Usage_duration_secs,Error_count,Total_tickets,Avg_satisfaction
A-a8d89d,S-e912e6,Company_326,EdTech,US,12/8/2023,12/12/2023,12/31/2024,Ads,Pro,TRUE,FALSE,Enterprise,FALSE,46,FALSE,TRUE,15522,186264,Monthly,47,12795,1,2,4.5
A-52dd88,S-5e6fc2,Company_127,Cybersecurity,US,2/21/2023,12/12/2023,12/31/2024,Ads,Pro,FALSE,TRUE,Basic,FALSE,23,FALSE,TRUE,437,5244,Annual,88,26657,7,1,4
A-7df7a7,S-db7a77,Company_125,DevTools,US,1/28/2023,12/13/2023,12/31/2024,Organic,Basic,TRUE,FALSE,Enterprise,FALSE,11,FALSE,TRUE,2985,35820,Annual,69,17693,2,3,4
A-7f8241,S-8e45ba,Company_42,EdTech,US,3/14/2023,12/13/2023,12/31/2024,Organic,Pro,FALSE,TRUE,Basic,FALSE,34,FALSE,FALSE,646,7752,Annual,78,23488,4,1,3
A-bb2f49,S-85c06f,Company_356,Cybersecurity,US,5/28/2023,12/13/2023,12/31/2024,Other,Pro,TRUE,FALSE,Enterprise,FALSE,8,FALSE,TRUE,1592,19104,Annual,40,16869,5,3,4
A-a6d261,S-04b127,Company_303,FinTech,CA,11/29/2023,12/13/2023,12/31/2024,Other,Pro,FALSE,TRUE,Basic,FALSE,9,FALSE,TRUE,171,2052,Monthly,24,10844,0,4,4.5
A-432483,S-377ced,Company_78,Cybersecurity,US,2/6/2023,12/13/2023,12/31/2024,Ads,Pro,TRUE,FALSE,Enterprise,FALSE,32,FALSE,FALSE,11940,143280,Monthly,60,13932,4,1,4
A-e7beab,S-6ba608,Company_458,EdTech,DE,10/20/2023,12/15/2023,12/31/2024,Organic,Enterprise,FALSE,FALSE,Enterprise,FALSE,8,FALSE,TRUE,2189,26268,Monthly,72,30276,2,6,4
A-5a3eb9,S-34cfad,Company_283,DevTools,CA,8/20/2023,12/15/2023,12/31/2024,Other,Enterprise,FALSE,TRUE,Basic,FALSE,24,TRUE,TRUE,551,6612,Annual,36,8490,2,3,4
A-49b828,S-41023c,Company_391,FinTech,IN,5/5/2023,12/15/2023,12/31/2024,Ads,Pro,TRUE,FALSE,Enterprise,FALSE,19,FALSE,TRUE,6169,74028,Annual,57,12921,3,3,3.7
A-9c18c4,S-f3979e,Company_481,HealthTech,US,7/27/2023,12/15/2023,12/31/2024,Ads,Pro,FALSE,FALSE,Pro,FALSE,11,FALSE,TRUE,539,6468,Annual,42,12024,2,4,4
A-328bd0,S-8faa60,Company_237,HealthTech,AU,5/16/2023,12/15/2023,1/11/2024,Partner,Enterprise,FALSE,TRUE,Pro,TRUE,29,FALSE,TRUE,1911,22932,Monthly,44,19698,1,5,3.8
A-3ce5b8,S-e11518,Company_256,FinTech,IN,9/7/2023,12/15/2023,12/31/2024,Ads,Basic,TRUE,FALSE,Pro,FALSE,99,FALSE,TRUE,9261,111132,Annual,31,11301,1,10,3.8
A-c7e58b,S-a5baf1,Company_404,HealthTech,IN,6/25/2023,12/16/2023,12/31/2024,Other,Pro,TRUE,FALSE,Enterprise,FALSE,5,FALSE,FALSE,1393,16716,Monthly,52,16066,1,5,3.6
A-1e1b80,S-28a4b7,Company_416,FinTech,CA,9/12/2023,12/16/2023,12/31/2024,Other,Enterprise,FALSE,FALSE,Enterprise,FALSE,50,FALSE,TRUE,9950,119400,Annual,64,23126,5,6,3.3
A-3be56b,S-e2c20a,Company_200,HealthTech,IN,10/26/2023,12/16/2023,12/31/2024,Event,Pro,FALSE,FALSE,Pro,FALSE,33,FALSE,TRUE,3038,36456,Monthly,77,27319,4,4,3.5
A-54d94a,S-54bb4e,Company_385,Cybersecurity,IN,5/1/2023,12/16/2023,12/31/2024,Event,Basic,FALSE,FALSE,Basic,FALSE,41,FALSE,TRUE,1045,12540,Monthly,21,5208,2,4,3.7
A-c608c8,S-041553,Company_199,DevTools,DE,4/27/2023,12/16/2023,12/31/2024,Ads,Pro,FALSE,FALSE,Pro,FALSE,7,FALSE,TRUE,539,6468,Annual,38,10509,0,2,3.5
A-856b1e,S-56c529,Company_161,FinTech,US,10/31/2023,12/17/2023,12/31/2024,Partner,Basic,TRUE,FALSE,Pro,FALSE,25,FALSE,TRUE,1470,17640,Monthly,12,5064,6,5,4
A-fa3095,S-d7461b,Company_174,FinTech,US,9/3/2023,12/17/2023,12/31/2024,Ads,Basic,TRUE,FALSE,Pro,FALSE,70,FALSE,TRUE,3430,41160,Monthly,79,24247,2,5,4.4
A-558c72,S-8bac4e,Company_438,FinTech,US,6/1/2023,12/17/2023,12/31/2024,Organic,Basic,TRUE,FALSE,Pro,FALSE,12,FALSE,TRUE,588,7056,Monthly,23,8667,1,4,4.2
A-54d94a,S-dbde43,Company_385,Cybersecurity,IN,5/1/2023,12/17/2023,12/31/2024,Event,Basic,TRUE,FALSE,Pro,FALSE,27,FALSE,TRUE,1323,15876,Annual,48,18897,3,4,3.7
A-69fad4,S-fffeb8,Company_103,FinTech,UK,4/6/2023,12/17/2023,12/31/2024,Ads,Basic,TRUE,FALSE,Enterprise,FALSE,8,FALSE,TRUE,1990,23880,Annual,48,13808,8,4,3.8
A-c1dfe1,S-847173,Company_53,DevTools,DE,8/7/2023,12/17/2023,12/31/2024,Ads,Pro,FALSE,TRUE,Basic,FALSE,30,FALSE,TRUE,627,7524,Monthly,32,8370,4,3,4
A-432483,S-26dbbf,Company_78,Cybersecurity,US,2/6/2023,12/17/2023,12/31/2024,Ads,Pro,FALSE,FALSE,Pro,FALSE,12,FALSE,TRUE,931,11172,Monthly,30,11922,1,1,4
A-794a0b,S-973625,Company_168,HealthTech,DE,6/2/2023,12/18/2023,12/31/2024,Organic,Basic,FALSE,FALSE,Basic,FALSE,23,FALSE,FALSE,437,5244,Annual,19,3129,3,0,0
A-fa3095,S-783694,Company_174,FinTech,US,9/3/2023,12/18/2023,12/31/2024,Ads,Basic,TRUE,FALSE,Enterprise,FALSE,70,FALSE,TRUE,13930,167160,Annual,10,5210,0,5,4.4
A-158f4e,S-4dae4c,Company_180,FinTech,IN,3/3/2023,12/19/2023,12/31/2024,Other,Enterprise,FALSE,TRUE,Pro,FALSE,61,FALSE,TRUE,2989,35868,Monthly,18,9362,0,5,4.2
A-9c18c4,S-987539,Company_481,HealthTech,US,7/27/2023,12/20/2023,12/31/2024,Ads,Pro,TRUE,FALSE,Enterprise,FALSE,15,FALSE,TRUE,3781,45372,Monthly,43,14000,3,4,4
A-474ad4,S-7d4d45,Company_261,EdTech,US,11/28/2023,12/20/2023,12/31/2024,Organic,Basic,FALSE,FALSE,Basic,FALSE,13,FALSE,TRUE,323,3876,Annual,38,11338,5,3,4.3
A-1f559b,S-76bf6c,Company_357,HealthTech,US,9/4/2023,12/21/2023,12/31/2024,Organic,Enterprise,FALSE,TRUE,Pro,FALSE,5,TRUE,TRUE,245,2940,Annual,31,6225,3,5,4.2
A-a1bbb6,S-d3efa2,Company_74,DevTools,CA,4/5/2023,12/21/2023,12/31/2024,Organic,Basic,TRUE,FALSE,Enterprise,FALSE,6,FALSE,TRUE,2189,26268,Monthly,103,33088,0,3,4
A-7e0a10,S-3f1bb5,Company_64,FinTech,US,11/18/2023,12/21/2023,12/31/2024,Ads,Enterprise,FALSE,TRUE,Basic,FALSE,46,FALSE,TRUE,874,10488,Annual,24,5762,7,5,4
A-dec005,S-f8a794,Company_445,HealthTech,US,10/13/2023,12/22/2023,12/31/2024,Partner,Pro,TRUE,FALSE,Enterprise,FALSE,26,FALSE,TRUE,6169,74028,Monthly,46,12721,5,2,3.5
A-9123ac,S-74761f,Company_219,Cybersecurity,DE,6/20/2023,12/23/2023,12/31/2024,Organic,Pro,TRUE,FALSE,Enterprise,FALSE,26,FALSE,TRUE,8358,100296,Annual,53,20073,2,6,4.2
A-dcc2f0,S-27ab7f,Company_309,FinTech,UK,7/22/2023,12/23/2023,12/31/2024,Organic,Basic,FALSE,FALSE,Basic,FALSE,20,FALSE,TRUE,475,5700,Annual,51,8917,0,2,4
A-3c1a3f,S-8cec59,Company_224,DevTools,UK,8/26/2023,12/23/2023,4/12/2024,Event,Pro,TRUE,FALSE,Enterprise,TRUE,8,FALSE,TRUE,2786,33432,Monthly,63,26418,2,4,3.7
A-659280,S-66a834,Company_417,FinTech,IN,11/17/2023,12/23/2023,12/31/2024,Event,Enterprise,FALSE,FALSE,Enterprise,FALSE,22,TRUE,FALSE,6169,74028,Annual,67,23633,3,4,4.2
A-de58ca,S-7dab19,Company_212,HealthTech,DE,4/13/2023,12/24/2023,11/4/2024,Organic,Enterprise,FALSE,TRUE,Basic,TRUE,31,FALSE,FALSE,893,10716,Annual,74,19661,5,5,3.6
A-52dd88,S-a01486,Company_127,Cybersecurity,US,2/21/2023,12/25/2023,12/31/2024,Ads,Pro,FALSE,TRUE,Basic,FALSE,23,FALSE,FALSE,437,5244,Annual,25,5300,0,1,4
A-4a4c2d,S-e267d1,Company_473,DevTools,US,5/2/2023,12/25/2023,12/31/2024,Event,Enterprise,FALSE,FALSE,Enterprise,FALSE,54,FALSE,FALSE,10746,128952,Annual,66,17635,7,5,4.2
A-798a3f,S-af4e84,Company_463,DevTools,FR,10/19/2023,12/25/2023,12/31/2024,Other,Enterprise,FALSE,FALSE,Enterprise,FALSE,12,FALSE,FALSE,2388,28656,Annual,45,17047,2,5,4
A-cc98bc,S-c249fb,Company_469,DevTools,US,5/24/2023,12/25/2023,12/31/2024,Ads,Basic,FALSE,FALSE,Basic,FALSE,32,FALSE,TRUE,608,7296,Monthly,38,13902,3,3,4
A-94d3da,S-a7cab8,Company_61,HealthTech,US,5/3/2023,12/26/2023,12/31/2024,Other,Basic,FALSE,FALSE,Basic,FALSE,41,FALSE,FALSE,779,9348,Monthly,31,15773,4,6,3.7
A-86902e,S-e60430,Company_169,HealthTech,IN,5/2/2023,12/26/2023,12/31/2024,Other,Enterprise,FALSE,FALSE,Enterprise,FALSE,48,FALSE,FALSE,12139,145668,Annual,50,9033,3,9,3.8
A-eb7fac,S-bd02dd,Company_28,DevTools,US,10/28/2023,12/26/2023,12/31/2024,Organic,Enterprise,FALSE,TRUE,Pro,FALSE,10,FALSE,TRUE,588,7056,Monthly,29,12629,4,4,4
A-00cac8,S-138c41,Company_26,HealthTech,AU,9/15/2023,12/26/2023,12/31/2024,Organic,Enterprise,FALSE,TRUE,Basic,FALSE,14,TRUE,TRUE,361,4332,Annual,89,26336,4,2,4
A-f97b9a,S-6a8046,Company_159,FinTech,US,7/9/2023,12/26/2023,12/31/2024,Event,Pro,TRUE,FALSE,Enterprise,FALSE,18,FALSE,TRUE,3781,45372,Monthly,52,19057,8,7,3.8
A-1e1b80,S-44a646,Company_416,FinTech,CA,9/12/2023,12/26/2023,12/31/2024,Other,Enterprise,FALSE,TRUE,Basic,FALSE,50,FALSE,TRUE,950,11400,Annual,46,11768,0,6,3.3
A-798a3f,S-bb7eef,Company_463,DevTools,FR,10/19/2023,12/26/2023,4/24/2024,Other,Enterprise,FALSE,TRUE,Basic,TRUE,22,FALSE,TRUE,589,7068,Annual,38,14526,0,5,4
A-9c18c4,S-4893cd,Company_481,HealthTech,US,7/27/2023,12/26/2023,12/31/2024,Ads,Pro,TRUE,FALSE,Enterprise,FALSE,11,FALSE,TRUE,2189,26268,Monthly,35,16477,5,4,4
A-f44180,S-0d6ea4,Company_376,Cybersecurity,UK,2/13/2023,12/27/2023,10/30/2024,Event,Pro,TRUE,FALSE,Enterprise,TRUE,9,FALSE,FALSE,1791,21492,Monthly,66,26800,4,2,5
A-1e1b80,S-1c5650,Company_416,FinTech,CA,9/12/2023,12/27/2023,12/31/2024,Other,Enterprise,FALSE,TRUE,Pro,FALSE,52,FALSE,TRUE,2597,31164,Monthly,29,2233,1,6,3.3
A-69b156,S-624857,Company_396,EdTech,US,11/21/2023,12/27/2023,12/31/2024,Other,Pro,TRUE,FALSE,Enterprise,FALSE,7,FALSE,TRUE,1393,16716,Monthly,23,8707,2,7,4
A-dcc3f1,S-a45a12,Company_314,HealthTech,US,12/27/2023,12/27/2023,12/31/2024,Event,Pro,FALSE,TRUE,Basic,FALSE,21,FALSE,TRUE,399,4788,Monthly,41,17696,1,9,3.9
A-86902e,S-a245f6,Company_169,HealthTech,IN,5/2/2023,12/28/2023,12/31/2024,Other,Enterprise,FALSE,TRUE,Basic,FALSE,34,FALSE,TRUE,646,7752,Monthly,55,19782,0,9,3.8
A-72799b,S-d7ae8c,Company_394,DevTools,FR,11/13/2023,12/28/2023,12/31/2024,Event,Enterprise,FALSE,TRUE,Basic,FALSE,20,FALSE,TRUE,380,4560,Monthly,59,12685,3,2,4.5
A-ed510f,S-046595,Company_361,Cybersecurity,IN,1/17/2023,12/28/2023,12/31/2024,Partner,Basic,TRUE,FALSE,Enterprise,FALSE,42,FALSE,TRUE,8358,100296,Annual,69,21725,4,9,4
A-7c4956,S-b5035b,Company_254,DevTools,US,5/6/2023,12/28/2023,12/31/2024,Ads,Enterprise,FALSE,FALSE,Enterprise,FALSE,5,FALSE,TRUE,995,11940,Monthly,78,13805,7,3,4
A-3c1a3f,S-e9737c,Company_224,DevTools,UK,8/26/2023,12/28/2023,12/31/2024,Event,Pro,TRUE,FALSE,Enterprise,FALSE,15,FALSE,TRUE,5771,69252,Monthly,30,7896,6,4,3.7
A-ccabf0,S-9b08ae,Company_471,HealthTech,IN,11/6/2023,12/29/2023,12/31/2024,Organic,Pro,FALSE,FALSE,Pro,FALSE,11,FALSE,TRUE,1029,12348,Monthly,66,20981,7,4,3.8
A-3b5cd1,S-ff582b,Company_49,FinTech,US,9/12/2023,12/29/2023,12/31/2024,Event,Basic,TRUE,FALSE,Enterprise,FALSE,13,TRUE,TRUE,2587,31044,Monthly,49,23526,6,5,4
A-c45b23,S-a36281,Company_75,FinTech,UK,12/8/2023,12/29/2023,12/31/2024,Partner,Basic,FALSE,FALSE,Basic,FALSE,7,FALSE,TRUE,152,1824,Monthly,59,22994,1,3,3.6
A-417d2f,S-dceac6,Company_285,Cybersecurity,IN,7/4/2023,12/30/2023,12/31/2024,Partner,Pro,TRUE,FALSE,Enterprise,FALSE,4,TRUE,TRUE,796,9552,Annual,33,13929,2,6,4.2
A-b11cd0,S-f7ef84,Company_439,DevTools,US,1/20/2023,12/30/2023,12/31/2024,Ads,Pro,FALSE,FALSE,Pro,FALSE,26,TRUE,TRUE,1274,15288,Annual,23,5184,0,4,4
A-856b1e,S-e3c3c8,Company_161,FinTech,US,10/31/2023,12/30/2023,12/31/2024,Partner,Basic,TRUE,FALSE,Pro,FALSE,22,FALSE,FALSE,1225,14700,Monthly,7,427,0,5,4
A-68f37c,S-367d84,Company_202,HealthTech,US,7/15/2023,12/31/2023,12/31/2024,Ads,Basic,TRUE,FALSE,Pro,FALSE,8,FALSE,TRUE,539,6468,Monthly,44,10811,2,5,4
A-2bc93d,S-085f96,Company_43,HealthTech,US,3/14/2023,12/31/2023,12/31/2024,Event,Basic,TRUE,FALSE,Enterprise,FALSE,27,FALSE,TRUE,7960,95520,Annual,40,19194,1,2,4.5
A-cc98bc,S-a1426b,Company_469,DevTools,US,5/24/2023,12/31/2023,12/31/2024,Ads,Basic,FALSE,FALSE,Basic,FALSE,32,FALSE,FALSE,608,7296,Annual,35,6035,1,3,4
A-0f3e88,S-695606,Company_428,HealthTech,US,7/23/2023,12/31/2023,12/31/2024,Other,Basic,FALSE,FALSE,Basic,FALSE,12,FALSE,TRUE,304,3648,Monthly,62,19261,3,3,4.3
A-59f724,S-edeacd,Company_432,HealthTech,US,11/3/2023,1/1/2024,12/31/2024,Other,Enterprise,FALSE,TRUE,Pro,FALSE,11,TRUE,TRUE,882,10584,Annual,33,8140,0,4,4.2
A-0f3e88,S-dcbf45,Company_428,HealthTech,US,7/23/2023,1/1/2024,12/31/2024,Other,Basic,TRUE,FALSE,Pro,FALSE,15,FALSE,TRUE,1078,12936,Monthly,88,22305,3,3,4.3
A-3a5ad8,S-148506,Company_94,HealthTech,US,12/5/2023,1/1/2024,12/31/2024,Organic,Enterprise,FALSE,TRUE,Basic,FALSE,9,TRUE,TRUE,171,2052,Annual,38,5273,7,4,4.2
A-9bfc9f,S-84c44b,Company_228,DevTools,CA,9/14/2023,1/1/2024,12/31/2024,Ads,Pro,FALSE,TRUE,Basic,FALSE,53,FALSE,TRUE,1007,12084,Monthly,66,14421,4,6,3.7
A-d5a319,S-477317,Company_158,FinTech,US,5/4/2023,1/1/2024,12/31/2024,Other,Enterprise,FALSE,FALSE,Enterprise,FALSE,43,FALSE,TRUE,13930,167160,Annual,43,12970,3,1,4
A-484819,S-fef8bf,Company_109,HealthTech,US,2/21/2023,1/1/2024,12/31/2024,Organic,Pro,TRUE,FALSE,Enterprise,FALSE,18,FALSE,TRUE,3582,42984,Annual,44,14198,3,5,4.2
A-9b9fe9,S-fc9cc3,Company_71,EdTech,AU,9/28/2023,1/1/2024,12/31/2024,Other,Basic,TRUE,FALSE,Pro,FALSE,15,FALSE,TRUE,1176,14112,Annual,87,28329,0,4,4
A-7e0a10,S-7a55d9,Company_64,FinTech,US,11/18/2023,1/3/2024,12/31/2024,Ads,Enterprise,FALSE,TRUE,Basic,FALSE,46,FALSE,TRUE,874,10488,Monthly,68,16214,2,5,4
A-f17767,S-3ad7c4,Company_123,DevTools,US,1/30/2023,1/3/2024,1/28/2024,Event,Enterprise,FALSE,TRUE,Pro,TRUE,6,TRUE,TRUE,539,6468,Monthly,18,4783,0,3,4
A-e1b9cd,S-0891f1,Company_484,DevTools,US,2/26/2023,1/3/2024,12/31/2024,Event,Pro,FALSE,TRUE,Basic,FALSE,40,FALSE,FALSE,760,9120,Annual,75,23959,11,1,3
A-712f1c,S-43f9f8,Company_331,DevTools,US,12/16/2023,1/3/2024,12/31/2024,Ads,Basic,FALSE,FALSE,Basic,FALSE,21,FALSE,TRUE,456,5472,Monthly,25,3557,1,6,4
A-3b5cd1,S-067c38,Company_49,FinTech,US,9/12/2023,1/3/2024,12/31/2024,Event,Basic,FALSE,FALSE,Basic,FALSE,15,TRUE,TRUE,304,3648,Monthly,19,6009,1,5,4
A-726cfa,S-583ae2,Company_82,DevTools,US,7/1/2023,1/5/2024,12/31/2024,Partner,Pro,FALSE,TRUE,Basic,FALSE,14,FALSE,FALSE,323,3876,Annual,29,2798,0,3,4
A-ccabf0,S-aef80b,Company_471,HealthTech,IN,11/6/2023,1/5/2024,12/31/2024,Organic,Pro,TRUE,FALSE,Enterprise,FALSE,7,FALSE,TRUE,2587,31044,Annual,86,30687,5,4,3.8
A-50f3f7,S-4b005c,Company_140,HealthTech,US,12/22/2023,1/5/2024,12/31/2024,Partner,Basic,TRUE,FALSE,Enterprise,FALSE,38,FALSE,TRUE,8955,107460,Annual,17,7977,0,6,4.5
A-6f50ae,S-c03f87,Company_466,FinTech,US,9/21/2023,1/5/2024,12/31/2024,Partner,Pro,TRUE,FALSE,Enterprise,FALSE,19,FALSE,TRUE,3781,45372,Annual,27,11780,0,5,4.4
A-19b2c8,S-2ddf94,Company_476,DevTools,IN,6/6/2023,1/5/2024,12/31/2024,Other,Pro,TRUE,FALSE,Enterprise,FALSE,20,FALSE,FALSE,3980,47760,Annual,51,19724,4,3,4.7
A-1986ca,S-dc1cf4,Company_197,HealthTech,IN,1/30/2023,1/5/2024,12/31/2024,Ads,Pro,TRUE,FALSE,Enterprise,FALSE,20,FALSE,FALSE,3980,47760,Monthly,89,16197,9,7,3.6
A-54d94a,S-aabbf4,Company_385,Cybersecurity,IN,5/1/2023,1/6/2024,12/31/2024,Event,Basic,TRUE,FALSE,Pro,FALSE,40,FALSE,TRUE,2548,30576,Annual,67,20257,2,4,3.7
A-712533,S-80c291,Company_498,EdTech,US,7/31/2023,1/6/2024,12/31/2024,Organic,Pro,TRUE,FALSE,Enterprise,FALSE,18,FALSE,TRUE,3582,42984,Annual,19,5649,2,5,3.8
A-2e3bad,S-e4b79e,Company_108,FinTech,CA,8/13/2023,1/6/2024,12/31/2024,Other,Pro,FALSE,FALSE,Pro,FALSE,61,FALSE,FALSE,2989,35868,Annual,35,9643,6,5,3.8
A-de58ca,S-054897,Company_212,HealthTech,DE,4/13/2023,1/6/2024,12/31/2024,Organic,Enterprise,FALSE,TRUE,Pro,FALSE,15,FALSE,FALSE,735,8820,Monthly,66,11959,2,5,3.6
A-474ad4,S-80f65d,Company_261,EdTech,US,11/28/2023,1/6/2024,12/31/2024,Organic,Basic,FALSE,FALSE,Basic,FALSE,16,FALSE,TRUE,437,5244,Monthly,22,7636,0,3,4.3
A-acb7f7,S-af4059,Company_330,EdTech,US,1/6/2024,1/7/2024,12/31/2024,Ads,Basic,TRUE,FALSE,Enterprise,FALSE,32,FALSE,TRUE,6368,76416,Annual,79,15083,8,3,3.7
A-f446b6,S-3ab534,Company_36,DevTools,DE,5/12/2023,1/7/2024,12/31/2024,Ads,Pro,TRUE,FALSE,Enterprise,FALSE,12,TRUE,FALSE,3582,42984,Annual,34,10518,2,8,4.1
A-977ca0,S-6c1ca5,Company_232,HealthTech,IN,2/20/2023,1/7/2024,6/6/2024,Partner,Basic,FALSE,FALSE,Basic,TRUE,6,FALSE,TRUE,114,1368,Monthly,24,5868,0,3,4
A-6f50ae,S-01fa46,Company_466,FinTech,US,9/21/2023,1/8/2024,12/31/2024,Partner,Pro,FALSE,TRUE,Basic,FALSE,19,FALSE,FALSE,361,4332,Annual,65,16643,3,5,4.4
A-6da850,S-69b66d,Company_293,FinTech,IN,10/7/2023,1/8/2024,12/31/2024,Organic,Pro,FALSE,TRUE,Basic,FALSE,15,FALSE,TRUE,475,5700,Annual,28,6882,4,5,4
A-726cfa,S-ed1eb5,Company_82,DevTools,US,7/1/2023,1/8/2024,12/31/2024,Partner,Pro,FALSE,TRUE,Basic,FALSE,13,FALSE,TRUE,285,3420,Monthly,19,3845,1,3,4
A-afa505,S-4305f1,Company_157,DevTools,US,12/27/2023,1/8/2024,12/31/2024,Partner,Basic,TRUE,FALSE,Pro,FALSE,70,TRUE,TRUE,3430,41160,Monthly,43,16335,4,4,3.5
A-95b24a,S-b9ff15,Company_117,FinTech,US,6/6/2023,1/8/2024,12/31/2024,Event,Pro,TRUE,FALSE,Enterprise,FALSE,41,FALSE,FALSE,8557,102684,Annual,53,18601,0,5,4.2
A-e1b9cd,S-21d7be,Company_484,DevTools,US,2/26/2023,1/9/2024,12/31/2024,Event,Pro,FALSE,TRUE,Basic,FALSE,40,FALSE,TRUE,760,9120,Annual,19,10201,0,1,3
A-075038,S-d1c9e3,Company_397,HealthTech,UK,5/12/2023,1/9/2024,12/31/2024,Ads,Basic,FALSE,FALSE,Basic,FALSE,17,FALSE,TRUE,323,3876,Annual,40,10464,2,2,3
A-089363,S-5bb13f,Company_387,FinTech,AU,5/6/2023,1/10/2024,12/31/2024,Event,Basic,TRUE,FALSE,Enterprise,FALSE,9,FALSE,FALSE,2985,35820,Monthly,65,21900,4,3,3.7
A-5b1bcd,S-e36786,Company_166,DevTools,US,9/16/2023,1/10/2024,12/31/2024,Organic,Pro,FALSE,TRUE,Basic,FALSE,73,FALSE,TRUE,1387,16644,Monthly,60,14707,2,4,4.2
A-ba6516,S-cff5a2,Company_154,FinTech,US,10/29/2023,1/10/2024,12/31/2024,Ads,Pro,TRUE,FALSE,Enterprise,FALSE,27,FALSE,TRUE,5373,64476,Monthly,0,0,0,6,4
A-432483,S-0d497d,Company_78,Cybersecurity,US,2/6/2023,1/10/2024,12/31/2024,Ads,Pro,TRUE,FALSE,Enterprise,FALSE,23,FALSE,TRUE,8159,97908,Annual,80,23672,8,1,4
A-075038,S-d93967,Company_397,HealthTech,UK,5/12/2023,1/11/2024,12/31/2024,Ads,Basic,TRUE,FALSE,Pro,FALSE,34,FALSE,FALSE,2450,29400,Monthly,32,8590,1,2,3
A-e3bd71,S-50815c,Company_347,Cybersecurity,US,3/25/2023,1/11/2024,12/31/2024,Partner,Basic,FALSE,FALSE,Basic,FALSE,31,FALSE,TRUE,589,7068,Monthly,102,33812,3,4,4
A-40a557,S-20d02a,Company_86,Cybersecurity,AU,12/3/2023,1/11/2024,1/16/2024,Partner,Pro,TRUE,FALSE,Enterprise,TRUE,16,TRUE,TRUE,3184,38208,Annual,69,20077,3,7,3.8
A-1b9609,S-80016a,Company_5,EdTech,IN,10/12/2023,1/11/2024,12/31/2024,Ads,Enterprise,FALSE,FALSE,Enterprise,FALSE,5,FALSE,TRUE,995,11940,Monthly,7,2929,2,4,3.7
A-600734,S-eef0cd,Company_327,DevTools,US,11/14/2023,1/13/2024,12/31/2024,Organic,Pro,FALSE,FALSE,Pro,FALSE,29,TRUE,TRUE,1421,17052,Annual,73,15637,0,7,3.8
A-a7bd4b,S-0aedf8,Company_363,Cybersecurity,US,2/15/2023,1/13/2024,12/31/2024,Ads,Enterprise,FALSE,TRUE,Basic,FALSE,27,FALSE,TRUE,912,10944,Monthly,37,18444,3,6,3.5
A-856b1e,S-7791c3,Company_161,FinTech,US,10/31/2023,1/13/2024,12/31/2024,Partner,Basic,TRUE,FALSE,Pro,FALSE,19,FALSE,TRUE,931,11172,Monthly,47,10501,3,5,4
A-1b9609,S-412125,Company_5,EdTech,IN,10/12/2023,1/14/2024,12/31/2024,Ads,Enterprise,FALSE,TRUE,Basic,FALSE,10,FALSE,TRUE,304,3648,Monthly,50,22562,2,4,3.7
A-a6d261,S-00dea4,Company_303,FinTech,CA,11/29/2023,1/14/2024,12/31/2024,Other,Pro,TRUE,FALSE,Enterprise,FALSE,12,FALSE,TRUE,2985,35820,Monthly,63,16766,0,4,4.5
A-2e3bad,S-8eab5b,Company_108,FinTech,CA,8/13/2023,1/14/2024,3/1/2024,Other,Pro,FALSE,FALSE,Pro,TRUE,61,FALSE,TRUE,2989,35868,Annual,38,7291,5,5,3.8
A-81edc3,S-44e3ac,Company_236,Cybersecurity,IN,10/30/2023,1/14/2024,12/31/2024,Ads,Basic,TRUE,FALSE,Enterprise,FALSE,5,FALSE,TRUE,995,11940,Monthly,44,9721,6,3,4
A-3a5ad8,S-be86e3,Company_94,HealthTech,US,12/5/2023,1/14/2024,12/31/2024,Organic,Enterprise,FALSE,FALSE,Enterprise,FALSE,10,TRUE,TRUE,2189,26268,Annual,71,24296,6,4,4.2
A-dcc2f0,S-c1d6cf,Company_309,FinTech,UK,7/22/2023,1/15/2024,12/31/2024,Organic,Basic,TRUE,FALSE,Enterprise,FALSE,16,FALSE,TRUE,3184,38208,Monthly,55,24951,1,2,4
A-5a184f,S-0ba1fe,Company_124,DevTools,DE,6/19/2023,1/15/2024,12/31/2024,Other,Enterprise,FALSE,FALSE,Enterprise,FALSE,24,FALSE,TRUE,9154,109848,Monthly,90,25706,5,3,4.3
A-c62e55,S-9e7060,Company_315,EdTech,US,2/8/2023,1/15/2024,12/31/2024,Partner,Basic,FALSE,FALSE,Basic,FALSE,6,TRUE,FALSE,190,2280,Annual,31,10961,3,4,4
A-474ad4,S-7eb81c,Company_261,EdTech,US,11/28/2023,1/15/2024,12/31/2024,Organic,Basic,TRUE,FALSE,Pro,FALSE,8,FALSE,FALSE,392,4704,Monthly,25,8402,2,3,4.3
A-e61e98,S-927235,Company_115,FinTech,US,10/20/2023,1/15/2024,12/31/2024,Partner,Enterprise,FALSE,TRUE,Basic,FALSE,19,FALSE,TRUE,361,4332,Monthly,21,2256,1,6,4.5
A-69b156,S-807d87,Company_396,EdTech,US,11/21/2023,1/16/2024,12/31/2024,Other,Pro,TRUE,FALSE,Enterprise,FALSE,18,FALSE,TRUE,5572,66864,Annual,59,13603,2,7,4
